Date,Worker,Company,Hours,"Rate per Hour",Taxable,Status,"Shift Type","Paid At"
2023-04-22,"Freya Patel","Carter Ltd",15,£17,Yes,Processing,Day,
2023-04-22,"Kimberly Richards","Ward Ltd",12,£16.05,Yes,Complete,Day,"2023-04-28 00:47:57"
2023-04-22,"Abigail Lewis","Brown Ltd",7,£11,Yes,Complete,Day,"2023-05-01 08:54:17"
2023-04-22,"Kimberly Richards","Griffiths Ltd",15,£10,Yes,Pending,Night,
2023-04-22,"Freya Patel","Cook Ltd",2,£19.06,No,Complete,Day,"2023-05-28 02:44:30"
2023-04-22,"Kelly Edwards","Rogers Ltd",8,£20,Yes,Complete,Night,"2023-05-23 06:58:52"
2023-04-22,"Megan Bell","Khan Ltd",12,£20,Yes,Pending,Day,
2023-04-22,"Louis Williams","Griffiths Ltd",9,£17,Yes,Processing,Day,
2023-04-22,"Michael Bennett","Hughes Ltd",10,£17,Yes,Complete,Day,"2023-05-19 12:58:26"
2023-04-22,"Louis Williams","Baker Ltd",11,£16,No,Complete,Day,"2023-05-01 19:57:15"
2023-04-22,"Candice Wright","Watson Ltd",15,£18,Yes,Complete,Night,"2023-05-11 03:29:16"
2023-04-22,"Freya Patel","Jones Ltd",1,£17,Yes,Processing,Day,
2023-04-22,"Sebastian James","King Ltd",10,£13,Yes,Complete,Day,"2023-05-07 06:02:40"
2023-04-22,"Isabel Baker","Clarke Ltd",9,£17.22,Yes,Complete,Day,"2023-05-16 14:32:57"
2023-04-22,"Freya Cox","Simpson Ltd",13,£13,No,Pending,Day,
2023-04-22,"Shannon Lee","Rose Ltd",4,£19.01,Yes,Complete,Night,"2023-04-25 21:52:15"
2023-04-22,"Mason Richards","Lloyd Ltd",15,£20,No,Pending,Day,
2023-04-22,"Isabella Reid","Cook Ltd",2,£11,Yes,Pending,Day,
2023-04-22,"Eden Graham","Murray Ltd",1,£12,Yes,Pending,Day,
2023-04-22,"Mary Jones","Rogers Ltd",2,£10,Yes,Pending,Day,
2023-04-22,"Louis Williams","Powell Ltd",7,£15,Yes,Complete,Day,"2023-04-26 23:18:32"
2023-04-22,"Oliver Butler","Cooper Ltd",16,£11.47,Yes,Complete,Night,"2023-04-27 20:45:36"
2023-04-22,"Shannon Lee","Chapman Ltd",2,£18,Yes,Pending,Day,
2023-04-22,"Jason Kelly","Simpson Ltd",8,£12,Yes,Processing,Day,
2023-04-22,"Leo Murray","Bennett Ltd",7,£12,Yes,Complete,Day,"2023-05-25 17:27:42"
2023-04-22,"Freya Cox","Parker Ltd",5,£11,Yes,Complete,Day,"2023-05-18 20:08:25"
2023-04-22,"Elliott Jackson","Williams Ltd",10,£18.45,Yes,Pending,Day,
2023-04-22,"Sebastian James","Hughes Ltd",16,£13,No,Processing,Day,
2023-04-22,"Isabel Baker","Baker Ltd",10,£18,Yes,Pending,Day,
2023-04-22,"Bruce Rogers","Rogers Ltd",14,£17,Yes,Complete,Day,"2023-05-11 01:58:15"
2023-04-22,"Will Wilson","Smith Ltd",12,£13,No,Pending,Day,
2023-04-22,"Bradley Brown","Ross Ltd",11,£19.1,Yes,Complete,Day,"2023-05-25 11:24:11"
2023-04-22,"Shannon Lee","Brown Ltd",7,£14,Yes,Processing,Day,
2023-04-22,"Eden Graham","Harris Ltd",12,£15,Yes,Pending,Day,
2023-04-22,"Dale Khan","Turner Ltd",12,£15,Yes,Pending,Day,
2023-04-22,"Joshua Harris","Chapman Ltd",9,£14,Yes,Complete,Day,"2023-05-30 00:10:31"
2023-04-22,"Dale Chapman","Jones Ltd",11,£15.17,Yes,Pending,Day,
2023-04-22,"Mary Bell","Rogers Ltd",5,£19,Yes,Complete,Day,"2023-05-14 20:44:06"
2023-04-22,"Freya Cox","Taylor Ltd",8,£13,No,Complete,Day,"2023-05-05 09:14:32"
2023-04-22,"Isobel Stevens","Anderson Ltd",9,£20,Yes,Complete,Day,"2023-05-27 10:01:25"
2023-04-22,"Mary Jones","Cooper Ltd",2,£17.04,Yes,Pending,Day,
2023-04-22,"Dale Chapman","Young Ltd",5,£12.73,Yes,Pending,Night,
2023-04-22,"Dale Chapman","Rose Ltd",9,£12.39,Yes,Complete,Day,"2023-05-17 06:35:08"
2023-04-22,"Michael Bennett","Davies Ltd",12,£12,Yes,Pending,Day,
2023-04-22,"Abigail Lewis","Griffiths Ltd",8,£18.24,No,Complete,Day,"2023-05-01 08:37:32"
2023-04-22,"Dale Chapman","Williams Ltd",15,£16.47,No,Complete,Day,"2023-05-17 13:30:16"
2023-04-22,"Dale Chapman","Mason Ltd",8,£17,Yes,Pending,Day,
2023-04-22,"Elliott Jackson","Butler Ltd",12,£15,Yes,Complete,Day,"2023-05-16 16:49:53"
2023-04-22,"Freya Cox","Parker Ltd",3,£17,Yes,Complete,Day,"2023-05-07 12:27:00"
2023-04-22,"Sebastian James","Stewart Ltd",10,£18,No,Complete,Day,"2023-04-30 05:13:18"
2023-04-22,"Kirsten Cox","Murray Ltd",10,£14,Yes,Complete,Day,"2023-05-20 05:27:20"
2023-04-22,"Oliver Butler","Davies Ltd",12,£19.84,Yes,Pending,Day,
2023-04-22,"Mary Jones","Brown Ltd",8,£11,Yes,Processing,Day,
2023-04-22,"Mary Bell","Watson Ltd",10,£15,No,Complete,Day,"2023-05-08 11:21:38"
2023-04-22,"Joshua Harris","Morgan Ltd",11,£16,Yes,Complete,Night,"2023-04-27 14:49:30"
2023-04-22,"Linda Powell","Robertson Ltd",8,£12,No,Complete,Night,"2023-05-24 15:36:44"
2023-04-22,"Poppy Hill","Baker Ltd",7,£12.61,Yes,Complete,Day,"2023-05-28 20:36:18"
2023-04-22,"Sarah Butler","Williams Ltd",1,£10,No,Complete,Day,"2023-05-23 21:33:34"
2023-04-22,"Sofia Palmer","Bailey Ltd",3,£16.95,Yes,Pending,Day,
2023-04-22,"Freya Patel","Rose Ltd",15,£18.47,Yes,Complete,Night,"2023-05-30 22:08:16"
2023-04-22,"Kimberly Richards","Miller Ltd",8,£15,Yes,Complete,Day,"2023-05-06 12:49:51"
2023-04-22,"Oliver Butler","Griffiths Ltd",2,£11,Yes,Complete,Night,"2023-04-23 05:16:43"
2023-04-22,"Joshua Harris","Phillips Ltd",14,£14.7,Yes,Complete,Day,"2023-05-03 02:52:57"
2023-04-22,"Mohammed Simpson","Shaw Ltd",6,£12,Yes,Pending,Day,
2023-04-22,"Sebastian James","Parker Ltd",3,£13,Yes,Complete,Night,"2023-05-22 01:09:42"
2023-04-22,"Michael Bennett","Richards Ltd",2,£11,Yes,Pending,Day,
2023-04-22,"Leo Murray","Jackson Ltd",13,£18,Yes,Complete,Day,"2023-05-06 05:09:43"
2023-04-22,"Eden Graham","Adams Ltd",6,£11.94,No,Pending,Day,
2023-04-22,"Bradley Brown","Saunders Ltd",11,£10,No,Complete,Day,"2023-05-12 11:31:32"
2023-04-22,"Dale Chapman","Ross Ltd",7,£16,Yes,Complete,Day,"2023-05-10 07:21:20"
2023-04-22,"Kelly Edwards","Jackson Ltd",2,£18.25,Yes,Complete,Day,"2023-05-31 12:54:14"
2023-04-22,"Eden Graham","Morris Ltd",2,£15,Yes,Complete,Day,"2023-04-27 00:28:06"
2023-04-22,"Isobel Stevens","Anderson Ltd",7,£18,Yes,Pending,Day,
2023-04-22,"Dale Chapman","James Ltd",4,£16,Yes,Complete,Night,"2023-05-29 04:04:53"
2023-04-22,"Michael Bennett","Cook Ltd",3,£15,Yes,Complete,Day,"2023-05-15 07:24:59"
2023-04-22,"Freddie Scott","Murray Ltd",14,£20,Yes,Pending,Day,
2023-04-22,"Sofia Palmer","Robertson Ltd",14,£20,Yes,Failed,Day,
2023-04-22,"Leo Murray","Murray Ltd",16,£14.49,Yes,Pending,Day,
2023-04-22,"Mary Jones","Morris Ltd",12,£11.64,Yes,Pending,Day,
2023-04-22,"Oliver Butler","Cox Ltd",15,£17.4,Yes,Complete,Day,"2023-05-10 16:58:49"
2023-04-22,"Isabel Baker","Jones Ltd",1,£10.78,Yes,Complete,Day,"2023-05-24 01:25:00"
2023-04-22,"Kelly Edwards","Mason Ltd",10,£14,Yes,Complete,Night,"2023-04-23 00:34:20"
2023-04-22,"Poppy Hill","Saunders Ltd",6,£20,Yes,Pending,Night,
2023-04-22,"Freddie Scott","Chapman Ltd",13,£20,Yes,Complete,Day,"2023-05-25 22:20:55"
2023-04-22,"Eden Graham","Clark Ltd",6,£14,Yes,Complete,Day,"2023-05-03 10:14:43"
2023-04-22,"Leo Murray","Young Ltd",12,£19.43,No,Processing,Day,
2023-04-22,"Mason Richards","Davis Ltd",6,£11,Yes,Complete,Day,"2023-05-01 07:12:55"
2023-04-22,"Louis Williams","Morgan Ltd",11,£12,Yes,Failed,Night,
2023-04-22,"Kelly Edwards","Butler Ltd",5,£17.52,Yes,Complete,Day,"2023-05-29 22:58:24"
2023-04-22,"Eden Graham","Jackson Ltd",9,£18.68,Yes,Complete,Night,"2023-05-09 00:23:43"
2023-04-22,"Kelly Edwards","Baker Ltd",12,£16,Yes,Pending,Day,
2023-04-22,"Shannon Lee","Cox Ltd",4,£10,Yes,Pending,Day,
2023-04-22,"Isabella Reid","Davis Ltd",4,£20,Yes,Pending,Day,
2023-04-22,"Sarah Butler","Clark Ltd",16,£11,Yes,Complete,Night,"2023-05-18 19:46:19"
2023-04-22,"Louis Williams","Hughes Ltd",7,£15,No,Pending,Day,
2023-04-22,"Sebastian James","Lloyd Ltd",12,£15,No,Failed,Day,
2023-04-22,"Freya Patel","Morgan Ltd",6,£17,Yes,Pending,Day,
2023-04-22,"Megan Bell","Young Ltd",13,£14,Yes,Processing,Night,
2023-04-22,"Elliot Saunders","Robertson Ltd",16,£14,No,Complete,Day,"2023-05-10 10:07:50"
2023-04-22,"Freya Cox","Ward Ltd",16,£12,Yes,Pending,Day,
2023-04-22,"Kimberly Richards","Chapman Ltd",15,£10,No,Processing,Day,
2023-04-22,"Mary Bell","Davis Ltd",6,£13,Yes,Complete,Day,"2023-05-19 06:56:34"
2023-04-22,"Sofia Palmer","Williams Ltd",6,£12.27,Yes,Complete,Day,"2023-05-12 07:08:57"
2023-04-22,"Mohammed Simpson","Lee Ltd",4,£15,Yes,Pending,Night,
2023-04-22,"Elliot Saunders","Ward Ltd",1,£15.47,Yes,Pending,Day,
2023-04-22,"Megan Bell","Clarke Ltd",5,£13,No,Processing,Night,
2023-04-22,"Isabel Baker","Graham Ltd",13,£12.48,Yes,Complete,Day,"2023-06-01 09:03:56"
2023-04-22,"Isabella Reid","Williams Ltd",9,£11,No,Pending,Day,
2023-04-22,"Eden Parker","Rose Ltd",14,£18,Yes,Pending,Night,
2023-04-22,"Leo Murray","James Ltd",5,£12,No,Complete,Day,"2023-04-22 01:36:59"
2023-04-22,"Eden Parker","Taylor Ltd",14,£17,No,Pending,Day,
2023-04-22,"Mary Bell","Lloyd Ltd",13,£16,Yes,Processing,Night,
2023-04-22,"Linda Powell","Davies Ltd",3,£10.45,Yes,Complete,Night,"2023-04-26 11:31:17"
2023-04-22,"Kirsten Cox","Robinson Ltd",11,£13,Yes,Complete,Day,"2023-04-23 03:53:30"
2023-04-22,"Kelly Edwards","Clarke Ltd",3,£10,No,Pending,Night,
2023-04-22,"Abigail Lewis","Robertson Ltd",1,£18,Yes,Pending,Day,
2023-04-22,"Michael Bennett","Murray Ltd",16,£15.73,Yes,Pending,Night,
2023-04-22,"Dale Khan","Lloyd Ltd",4,£19,Yes,Complete,Day,"2023-04-28 17:24:18"
2023-04-22,"Elliott Jackson","Hughes Ltd",11,£15,Yes,Pending,Day,
2023-04-22,"Megan Bell","Griffiths Ltd",15,£15,Yes,Pending,Night,
2023-04-22,"Candice Wright","Smith Ltd",7,£11.86,Yes,Complete,Day,"2023-05-29 03:48:18"
2023-04-22,"Sebastian James","Smith Ltd",4,£13,No,Complete,Day,"2023-05-15 11:21:15"
2023-04-22,"Bruce Rogers","Lloyd Ltd",16,£12.39,Yes,Pending,Day,
2023-04-22,"Eden Parker","Robinson Ltd",7,£11,Yes,Complete,Day,"2023-05-09 16:19:16"
2023-04-22,"Leo Murray","Phillips Ltd",10,£18,Yes,Complete,Day,"2023-05-31 06:31:07"
2023-04-22,"Leo Murray","Rogers Ltd",3,£18,Yes,Complete,Night,"2023-05-23 18:30:33"
2023-04-22,"Freddie Scott","Stewart Ltd",14,£19.63,Yes,Complete,Night,"2023-05-28 00:11:07"
2023-04-22,"Kimberly Richards","Griffiths Ltd",11,£17,Yes,Complete,Day,"2023-05-02 00:20:51"
2023-04-22,"Kelly Edwards","Phillips Ltd",11,£11.66,No,Pending,Day,
2023-04-22,"Sarah Butler","Young Ltd",8,£19,No,Complete,Day,"2023-05-15 22:17:40"
2023-04-22,"Kimberly Richards","Davis Ltd",7,£15.25,Yes,Pending,Night,
2023-04-22,"Mohammed Simpson","Cook Ltd",13,£10.42,Yes,Complete,Night,"2023-04-23 09:25:06"
2023-04-22,"Shannon Lee","Graham Ltd",4,£19,Yes,Complete,Day,"2023-05-30 17:19:41"
2023-04-22,"Elliot Saunders","Watson Ltd",15,£15.44,Yes,Complete,Day,"2023-05-26 18:39:20"
2023-04-22,"Megan Bell","Rose Ltd",9,£14,Yes,Complete,Day,"2023-05-25 00:53:02"
2023-04-22,"Leo Murray","Shaw Ltd",2,£14,Yes,Processing,Night,
2023-04-22,"Freya Patel","Davis Ltd",11,£13,Yes,Complete,Day,"2023-05-26 20:31:32"
2023-04-22,"Leo Murray","Davis Ltd",2,£11.9,Yes,Complete,Day,"2023-05-25 01:26:09"
2023-04-22,"Elliot Saunders","Cooper Ltd",1,£18,Yes,Complete,Day,"2023-05-06 23:56:06"
2023-04-22,"Leo Murray","Thompson Ltd",8,£11.38,Yes,Processing,Day,
2023-04-22,"Megan Bell","Murray Ltd",9,£20,Yes,Complete,Day,"2023-05-31 09:46:11"
2023-04-22,"Linda Powell","Bailey Ltd",6,£18,No,Complete,Day,"2023-05-10 06:01:14"
2023-04-22,"Abigail Lewis","Murray Ltd",15,£16.77,Yes,Processing,Day,
2023-04-22,"Bruce Rogers","Shaw Ltd",6,£14.77,No,Pending,Day,
2023-04-22,"Joshua Harris","Butler Ltd",15,£15,Yes,Complete,Night,"2023-05-19 02:37:24"
2023-04-22,"Freddie Scott","Cook Ltd",11,£18,Yes,Processing,Day,
2023-04-22,"Shannon Lee","Rogers Ltd",5,£19,Yes,Pending,Day,
2023-04-22,"Linda Powell","Powell Ltd",14,£19,Yes,Pending,Day,
2023-04-22,"Sebastian James","Davis Ltd",10,£13,Yes,Complete,Day,"2023-05-25 09:40:39"
2023-04-22,"Poppy Hill","Shaw Ltd",1,£11.52,Yes,Pending,Day,
2023-04-22,"Kelly Edwards","Clarke Ltd",2,£17,Yes,Complete,Day,"2023-05-13 22:01:15"
2023-04-22,"Candice Wright","Jones Ltd",9,£18,Yes,Complete,Day,"2023-05-09 12:58:08"
2023-04-22,"Freya Patel","Shaw Ltd",16,£15.36,Yes,Complete,Night,"2023-05-25 10:08:18"
2023-04-22,"Candice Wright","Richards Ltd",9,£11,Yes,Pending,Night,
2023-04-22,"Kelly Edwards","Adams Ltd",9,£19,Yes,Complete,Day,"2023-04-29 19:13:40"
2023-04-22,"Sarah Butler","Davis Ltd",5,£17,No,Complete,Day,"2023-05-17 19:56:41"
2023-04-22,"Eden Graham","Bailey Ltd",9,£20,Yes,Complete,Night,"2023-04-22 10:34:12"
2023-04-22,"Linda Powell","Bailey Ltd",7,£19,No,Complete,Day,"2023-05-02 13:36:12"
2023-04-22,"Linda Powell","Bailey Ltd",5,£19,Yes,Complete,Day,"2023-05-11 18:07:33"
2023-04-22,"Charles Hunt","Adams Ltd",10,£14,Yes,Processing,Day,
2023-04-22,"Isobel Stevens","Shaw Ltd",3,£13,Yes,Pending,Day,
2023-04-22,"Kelly Edwards","Cox Ltd",16,£12,Yes,Complete,Day,"2023-05-03 14:45:39"
2023-04-22,"Charles Hunt","Jones Ltd",12,£18.38,Yes,Complete,Day,"2023-05-28 04:55:37"
2023-04-22,"Mary Bell","Davies Ltd",6,£10,Yes,Complete,Day,"2023-05-02 22:32:28"
2023-04-22,"Poppy Hill","Richards Ltd",14,£13,No,Complete,Day,"2023-04-27 19:42:30"
2023-04-22,"Megan Bell","Stewart Ltd",7,£17,Yes,Complete,Day,"2023-05-07 14:31:49"
2023-04-22,"Freddie Scott","Morgan Ltd",9,£13,Yes,Pending,Day,
2023-04-22,"Eden Parker","Murray Ltd",15,£18,Yes,Processing,Day,
2023-04-22,"Louis Williams","Young Ltd",16,£10,Yes,Pending,Day,
2023-04-22,"Kimberly Richards","Turner Ltd",4,£15,Yes,Pending,Night,
2023-04-22,"Mohammed Simpson","Ward Ltd",12,£13,Yes,Complete,Day,"2023-05-20 02:44:42"
2023-04-22,"Dale Khan","Griffiths Ltd",7,£11,Yes,Pending,Day,
2023-04-22,"Dale Chapman","Smith Ltd",4,£14,No,Pending,Day,
2023-04-22,"Shannon Lee","Baker Ltd",1,£16,Yes,Complete,Day,"2023-05-23 23:07:10"
2023-04-22,"Mary Jones","Taylor Ltd",5,£19.81,Yes,Complete,Day,"2023-05-17 08:02:35"
2023-04-22,"Sofia Palmer","Morgan Ltd",11,£13,Yes,Complete,Day,"2023-04-27 09:50:25"
2023-04-22,"Freya Cox","Williams Ltd",2,£14,Yes,Complete,Day,"2023-05-13 21:52:57"
2023-04-22,"Michael Bennett","Cox Ltd",4,£10,Yes,Pending,Day,
2023-04-22,"Isabel Baker","Ross Ltd",14,£14,Yes,Complete,Day,"2023-05-28 10:33:02"
2023-04-22,"Michael Bennett","Ross Ltd",11,£13,Yes,Pending,Night,
2023-04-22,"Sofia Palmer","Fox Ltd",2,£20,No,Complete,Day,"2023-05-30 09:42:52"
2023-04-22,"Leo Murray","Thomas Ltd",8,£20,No,Processing,Day,
2023-04-22,"Sarah Butler","King Ltd",2,£14,Yes,Pending,Holiday,
2023-04-22,"Joshua Harris","Carter Ltd",8,£17,No,Pending,Day,
2023-04-22,"Megan Bell","Campbell Ltd",12,£17,Yes,Complete,Day,"2023-05-28 00:02:20"
2023-04-22,"Linda Powell","Phillips Ltd",8,£12,No,Processing,Night,
2023-04-22,"Kelly Edwards","Smith Ltd",8,£17.68,Yes,Complete,Day,"2023-05-15 09:45:44"
2023-04-22,"Sebastian James","Knight Ltd",5,£17.38,Yes,Complete,Day,"2023-04-30 03:00:51"
2023-04-22,"Kirsten Cox","Powell Ltd",8,£18,Yes,Complete,Day,"2023-05-13 04:56:12"
2023-04-22,"Isabel Baker","Robertson Ltd",12,£10.83,Yes,Pending,Day,
2023-04-22,"Sophia Murray","Williams Ltd",16,£17.53,Yes,Complete,Day,"2023-04-28 20:49:39"
2023-04-22,"Poppy Hill","Parker Ltd",14,£16,No,Pending,Day,
2023-04-22,"Isabella Reid","Bailey Ltd",13,£12.3,Yes,Complete,Night,"2023-05-14 05:56:51"
2023-04-22,"Michael Bennett","Wilson Ltd",13,£17.07,Yes,Pending,Day,
2023-04-22,"Mary Jones","Williams Ltd",9,£19,No,Complete,Day,"2023-04-24 10:28:08"
2023-04-22,"Kelly Edwards","Morgan Ltd",9,£17.3,No,Pending,Day,
2023-04-22,"Poppy Hill","Stewart Ltd",1,£12.89,No,Complete,Day,"2023-05-01 21:24:36"
2023-04-22,"Sofia Palmer","Richards Ltd",13,£14,Yes,Failed,Day,
2023-04-22,"Eden Parker","Morris Ltd",11,£10,Yes,Complete,Night,"2023-04-28 00:11:01"
2023-04-22,"Kimberly Richards","Rose Ltd",12,£11,Yes,Complete,Day,"2023-04-26 00:16:34"
2023-04-22,"Elliot Saunders","Holmes Ltd",2,£15,Yes,Pending,Day,
2023-04-22,"Linda Powell","Murray Ltd",6,£19,Yes,Complete,Day,"2023-05-11 02:54:45"
2023-04-22,"Sarah Butler","Miller Ltd",6,£19.92,Yes,Complete,Day,"2023-04-28 04:21:12"
2023-04-22,"Elliot Saunders","Smith Ltd",3,£16.13,Yes,Pending,Day,
2023-04-22,"Mohammed Simpson","King Ltd",10,£12.52,Yes,Pending,Day,
2023-04-23,"Candice Wright","Parker Ltd",5,£13,Yes,Pending,Day,
2023-04-23,"Abigail Lewis","Williams Ltd",3,£13,No,Complete,Day,"2023-04-25 11:39:10"
2023-04-23,"Sebastian James","Griffiths Ltd",1,£11,Yes,Pending,Day,
2023-04-23,"Linda Powell","Thompson Ltd",10,£17.67,Yes,Pending,Holiday,
2023-04-23,"Megan Bell","Davies Ltd",9,£19,Yes,Pending,Night,
2023-04-23,"Megan Bell","Morris Ltd",8,£17,Yes,Complete,Day,"2023-05-15 07:33:57"
2023-04-23,"Abigail Lewis","Smith Ltd",11,£16.65,Yes,Complete,Day,"2023-05-23 04:20:08"
2023-04-23,"Elliott Jackson","Richards Ltd",15,£20,Yes,Complete,Day,"2023-05-03 15:36:04"
2023-04-23,"Elliott Jackson","Butler Ltd",14,£10,Yes,Complete,Day,"2023-05-09 09:16:18"
2023-04-23,"Freya Cox","Richardson Ltd",2,£10,Yes,Processing,Day,
2023-04-23,"Sebastian James","Smith Ltd",3,£13,Yes,Complete,Day,"2023-05-24 18:02:08"
2023-04-23,"Sebastian James","Wilson Ltd",13,£17,Yes,Complete,Night,"2023-05-07 01:04:50"
2023-04-23,"Sebastian James","Carter Ltd",14,£20,Yes,Complete,Day,"2023-05-22 16:12:38"
2023-04-23,"Abigail Lewis","Murray Ltd",6,£18,Yes,Pending,Day,
2023-04-23,"Kelly Edwards","Morgan Ltd",4,£12,Yes,Complete,Day,"2023-06-01 22:33:34"
2023-04-23,"Kelly Edwards","Wilson Ltd",15,£18,Yes,Complete,Day,"2023-06-01 06:11:13"
2023-04-23,"Sarah Butler","Watson Ltd",5,£17.56,Yes,Pending,Night,
2023-04-23,"Mohammed Simpson","Adams Ltd",3,£11.49,Yes,Pending,Day,
2023-04-23,"Louis Williams","Jones Ltd",6,£11.48,Yes,Pending,Night,
2023-04-23,"Megan Bell","King Ltd",8,£11.18,Yes,Pending,Day,
2023-04-23,"Megan Bell","Graham Ltd",6,£20,Yes,Complete,Day,"2023-04-23 16:02:23"
2023-04-23,"Sebastian James","Cooper Ltd",14,£12,Yes,Pending,Day,
2023-04-23,"Eden Parker","Carter Ltd",7,£10.82,Yes,Pending,Day,
2023-04-23,"Dale Chapman","Ward Ltd",2,£16,Yes,Processing,Day,
2023-04-23,"Megan Bell","Robertson Ltd",3,£18,Yes,Processing,Day,
2023-04-23,"Candice Wright","White Ltd",9,£19,Yes,Complete,Day,"2023-04-28 15:07:56"
2023-04-23,"Megan Bell","Cox Ltd",12,£20,Yes,Pending,Night,
2023-04-23,"Elliott Jackson","Baker Ltd",13,£10.26,Yes,Complete,Day,"2023-05-14 05:00:19"
2023-04-23,"Dale Chapman","Murray Ltd",13,£14,Yes,Complete,Holiday,"2023-04-30 00:25:04"
2023-04-23,"Abigail Lewis","Jones Ltd",13,£20,Yes,Complete,Day,"2023-05-30 22:54:14"
2023-04-23,"Elliott Jackson","Cook Ltd",10,£16,Yes,Pending,Day,
2023-04-23,"Mohammed Simpson","Williams Ltd",6,£16,Yes,Complete,Day,"2023-05-30 00:56:44"
2023-04-23,"Elliott Jackson","Rogers Ltd",14,£12,Yes,Complete,Day,"2023-05-24 18:53:44"
2023-04-23,"Dale Chapman","White Ltd",9,£17,Yes,Pending,Day,
2023-04-23,"Abigail Lewis","Hughes Ltd",4,£13.34,No,Complete,Day,"2023-05-06 04:13:41"
2023-04-23,"Kelly Edwards","Baker Ltd",4,£16.05,Yes,Processing,Day,
2023-04-23,"Abigail Lewis","Thompson Ltd",12,£20,Yes,Complete,Day,"2023-05-05 14:11:30"
2023-04-23,"Abigail Lewis","Brown Ltd",16,£10,Yes,Complete,Day,"2023-05-30 18:51:12"
2023-04-23,"Eden Parker","Davies Ltd",9,£17,No,Complete,Day,"2023-05-29 04:14:27"
2023-04-23,"Megan Bell","Brown Ltd",15,£17,No,Pending,Day,
2023-04-23,"Sebastian James","Murray Ltd",1,£15.99,Yes,Complete,Day,"2023-04-29 03:28:27"
2023-04-23,"Dale Chapman","Wilson Ltd",1,£13.41,Yes,Pending,Holiday,
2023-04-23,"Sarah Butler","Richards Ltd",14,£13,Yes,Complete,Day,"2023-04-30 10:10:42"
2023-04-23,"Sarah Butler","Turner Ltd",3,£16.11,Yes,Complete,Day,"2023-05-05 02:21:14"
2023-04-23,"Megan Bell","Lloyd Ltd",10,£19,Yes,Complete,Day,"2023-05-05 22:54:37"
2023-04-23,"Sarah Butler","Mason Ltd",13,£16,No,Complete,Day,"2023-05-10 22:42:03"
2023-04-23,"Candice Wright","Hughes Ltd",11,£15,Yes,Pending,Day,
2023-04-23,"Sebastian James","Jones Ltd",11,£15,Yes,Complete,Day,"2023-04-28 05:13:20"
2023-04-23,"Abigail Lewis","Khan Ltd",15,£15,Yes,Complete,Night,"2023-05-04 18:47:40"
2023-04-23,"Eden Parker","Chapman Ltd",14,£13.23,Yes,Complete,Day,"2023-05-24 23:51:52"
2023-04-23,"Candice Wright","Young Ltd",3,£14.19,Yes,Pending,Day,
2023-04-23,"Candice Wright","Clark Ltd",3,£13.58,Yes,Processing,Day,
2023-04-23,"Kimberly Richards","Shaw Ltd",5,£17,Yes,Complete,Day,"2023-05-04 02:45:11"
2023-04-23,"Elliot Saunders","Morgan Ltd",2,£14,Yes,Complete,Day,"2023-05-16 00:42:43"
2023-04-23,"Candice Wright","Bailey Ltd",2,£18,Yes,Complete,Day,"2023-05-02 11:39:36"
2023-04-23,"Leo Murray","Saunders Ltd",14,£10,No,Complete,Day,"2023-04-26 11:32:48"
2023-04-23,"Freya Patel","Rose Ltd",4,£11,Yes,Pending,Day,
2023-04-23,"Mohammed Simpson","Brown Ltd",5,£19,Yes,Pending,Night,
2023-04-23,"Mia Kelly","Hughes Ltd",1,£20,Yes,Complete,Night,"2023-05-14 14:43:14"
2023-04-23,"Mason Richards","Parker Ltd",14,£12,Yes,Pending,Night,
2023-04-23,"Leo Murray","Butler Ltd",11,£16,Yes,Complete,Day,"2023-05-08 05:15:11"
2023-04-23,"Isabella Reid","Griffiths Ltd",2,£19,No,Pending,Day,
2023-04-23,"Mary Jones","Murray Ltd",8,£10,Yes,Processing,Day,
2023-04-23,"Eden Graham","Hughes Ltd",8,£19,Yes,Processing,Day,
2023-04-23,"Sofia Palmer","King Ltd",15,£11,No,Complete,Day,"2023-05-27 19:02:07"
2023-04-23,"Charles Hunt","Richardson Ltd",9,£18.77,Yes,Pending,Day,
2023-04-23,"Kimberly Richards","Ross Ltd",2,£15,Yes,Pending,Night,
2023-04-23,"Elliot Saunders","Morgan Ltd",16,£15,No,Complete,Day,"2023-05-16 01:03:49"
2023-04-23,"Joshua Harris","Bailey Ltd",10,£17,Yes,Complete,Day,"2023-05-27 09:15:46"
2023-04-23,"Michael Bennett","Lee Ltd",6,£13,No,Complete,Day,"2023-05-31 01:09:24"
2023-04-23,"Kimberly Richards","Davies Ltd",3,£19.94,Yes,Complete,Day,"2023-04-28 19:22:37"
2023-04-23,"Kirsten Cox","Bennett Ltd",14,£15,Yes,Complete,Day,"2023-04-24 06:10:06"
2023-04-23,"Charles Hunt","Mason Ltd",5,£16,Yes,Complete,Day,"2023-05-28 13:41:40"
2023-04-23,"Mason Richards","Young Ltd",4,£15,Yes,Complete,Day,"2023-05-25 00:13:39"
2023-04-23,"Isobel Stevens","Smith Ltd",9,£10,No,Pending,Day,
2023-04-23,"Linda Powell","Bailey Ltd",3,£12,Yes,Complete,Day,"2023-05-24 14:19:22"
2023-04-23,"Charles Hunt","King Ltd",1,£14,Yes,Pending,Day,
2023-04-23,"Linda Powell","Chapman Ltd",3,£13,Yes,Complete,Day,"2023-05-01 04:24:36"
